Timing criticalities have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest timing criticality in design: 2
Smallest timing criticality in design: 0
Total timing criticality in design: 2535.83

Range		0.0e+00 to 4.0e-01	4.0e-01 to 8.0e-01	8.0e-01 to 1.2e+00	1.2e+00 to 1.6e+00	1.6e+00 to 2.0e+00	
Timing criticalities in range		2718			0			68			873			717			



Net #	Driver_tnode	 to_node	Timing criticality

    0	21687		    0		1.222826
			   46		1.222826
			 1362		1.287185
			 1408		1.287185
			 2724		1.465961
			 2770		1.465961
			 4086		1.401602
			 4132		1.401602
			 5494		1.229977
			20816		1.299342
			20819		1.255292
			20826		1.236699
			21304		1.289617
			21309		1.248141
			21664		1.310784
			21671		1.201230
			21676		1.188358
			21681		1.204090
			22196		1.263587
    1	21688		    1		1.204662
			   47		1.204662
			 1363		1.283324
			 1409		1.283324
			 2725		1.433495
			 2771		1.433495
			 4087		1.347683
			 4133		1.347683
			 5495		1.211813
			20820		1.301487
			20827		1.282895
			21305		1.251430
			21310		1.218535
			21665		1.335526
			21677		1.193078
			21682		1.177346
			22200		1.260011
    2	21689		    2		1.208524
			   48		1.208524
			 1364		1.287185
			 1410		1.287185
			 2726		1.401602
			 2772		1.401602
			 4088		1.322940
			 4134		1.322940
			 5496		1.224256
			20828		1.222397
			21302		1.316791
			21314		1.222397
			21666		1.343678
			21678		1.169765
			21683		1.185498
			21920		1.293335
			22201		1.313930
    3	21690		    3		1.210383
			   49		1.210383
			 1365		1.267591
			 1411		1.267591
			 2727		1.439216
			 2773		1.439216
			 4089		1.360555
			 4135		1.360555
			 5497		1.188930
			21667		1.306922
			21672		1.369851
			21684		1.165904
			21921		1.270881
    4	21939		    4		1.223255
			   50		1.223255
			 1366		1.280463
			 1412		1.280463
			 2728		1.402031
			 2774		1.402031
			 4090		1.366276
			 4136		1.366276
			 5498		1.201802
			20817		1.311213
			21303		1.290046
			21308		1.182780
			21923		1.193078
			21927		1.193078
			21932		1.177346
			22194		1.218249
			22197		1.288616
    5	21938		    5		1.229977
			   51		1.229977
			 1367		1.265732
			 1413		1.265732
			 2729		1.500286
			 2775		1.500286
			 4091		1.407323
			 4137		1.407323
			 5499		1.201373
			20821		1.262443
			21300		1.293907
			21306		1.185212
			21312		1.269594
			21924		1.188358
			21928		1.188358
			21933		1.204090
			22198		1.292477
    6	21940		    6		1.207094
			   52		1.207094
			 1368		1.300057
			 1414		1.300057
			 2730		1.414474
			 2776		1.414474
			 4092		1.350114
			 4138		1.350114
			 5500		1.207094
			20825		1.265303
			21301		1.331093
			21313		1.252431
			21918		1.316219
			21929		1.176916
			21934		1.185498
			22199		1.278175
    7	21941		    7		1.233267
			   53		1.233267
			 1369		1.267591
			 1415		1.267591
			 2731		1.454949
			 2777		1.454949
			 4093		1.376287
			 4139		1.376287
			 5501		1.194651
			21668		1.314073
			21673		1.397025
			21919		1.279462
			21935		1.148741
    8	 7073		    8		1.614703
    9	 7074		    9		1.623284
   10	 7075		   10		1.613272
   11	 7780		   11		1.654748
   12	 7009		   12		1.651888
   13	 7010		   13		1.644737
   14	 7011		   14		1.661899
   15	 8612		   15		1.610412
   16	 6945		   16		1.627574
   17	 6946		   17		1.637586
   18	 6947		   18		1.627574
   19	 6881		   19		1.627574
   20	 6882		   20		1.606121
   21	 6883		   21		1.616133
   22	 6817		   22		1.651888
   23	 6818		   23		1.630435
   24	 6819		   24		1.600400
   25	 8675		   25		1.667620
   26	19965		   26		1.293764
			   72		1.293764
			 1388		1.401030
			 1434		1.401030
			 2750		1.515446
			 2796		1.515446
			 4112		1.436785
			 4158		1.436785
			 5511		1.330950
   27	23222		   27		0.000000
			   28		0.000000
			   29		0.000000
			   30		0.000000
			   31		0.000000
			   32		0.000000
			   33		0.000000
			   34		0.000000
			   35		0.000000
			   36		0.000000
			   37		0.000000
			   38		0.000000
			   39		0.000000
			   40		0.000000
			   41		0.000000
			   42		0.000000
			   43		0.000000
			   44		0.000000
			   45		0.000000
			   73		0.000000
			   74		0.000000
			   75		0.000000
			   76		0.000000
			   77		0.000000
			   78		0.000000
			   79		0.000000
			   80		0.000000
			   81		0.000000
			   82		0.000000
			   83		0.000000
			   84		0.000000
			   85		0.000000
			   86		0.000000
			   87		0.000000
			   88		0.000000
			   89		0.000000
			   90		0.000000
			   91		0.000000
			 1389		0.000000
			 1390		0.000000
			 1391		0.000000
			 1392		0.000000
			 1393		0.000000
			 1394		0.000000
			 1395		0.000000
			 1396		0.000000
			 1397		0.000000
			 1398		0.000000
			 1399		0.000000
			 1400		0.000000
			 1401		0.000000
			 1402		0.000000
			 1403		0.000000
			 1404		0.000000
			 1405		0.000000
			 1406		0.000000
			 1407		0.000000
			 1435		0.000000
			 1436		0.000000
			 1437		0.000000
			 1438		0.000000
			 1439		0.000000
			 1440		0.000000
			 1441		0.000000
			 1442		0.000000
			 1443		0.000000
			 1444		0.000000
			 1445		0.000000
			 1446		0.000000
			 1447		0.000000
			 1448		0.000000
			 1449		0.000000
			 1450		0.000000
			 1451		0.000000
			 1452		0.000000
			 1453		0.000000
			 2751		0.000000
			 2752		0.000000
			 2753		0.000000
			 2754		0.000000
			 2755		0.000000
			 2756		0.000000
			 2757		0.000000
			 2758		0.000000
			 2759		0.000000
			 2760		0.000000
			 2761		0.000000
			 2762		0.000000
			 2763		0.000000
			 2764		0.000000
			 2765		0.000000
			 2766		0.000000
			 2767		0.000000
