The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -9.4e-10
Smallest slack in design: -6.992e-09
Total slack in design: -6.13782e-06
Total negative slack: 6.13782e-06


Range		-7.0e-09 to -5.8e-09	-5.8e-09 to -4.6e-09	-4.6e-09 to -3.4e-09	-3.4e-09 to -2.2e-09	-2.2e-09 to -9.4e-10	Not analysed
Slacks in range		110			466			403			318			361			2718

Net #	Driver_tnode	to_node	Slack

    0	21687		    0	-1.558e-09
			   46	-1.558e-09
			 1362	-2.008e-09
			 1408	-2.008e-09
			 2724	-3.258e-09
			 2770	-3.258e-09
			 4086	-2.808e-09
			 4132	-2.808e-09
			 5494	-1.608e-09
			20816	-2.093e-09
			20819	-1.785e-09
			20826	-1.655e-09
			21304	-2.025e-09
			21309	-1.735e-09
			21664	-2.173e-09
			21671	-1.407e-09
			21676	-1.317e-09
			21681	-1.427e-09
			22196	-1.843e-09
    1	21688		    1	-1.431e-09
			   47	-1.431e-09
			 1363	-1.981e-09
			 1409	-1.981e-09
			 2725	-3.031e-09
			 2771	-3.031e-09
			 4087	-2.431e-09
			 4133	-2.431e-09
			 5495	-1.481e-09
			20820	-2.108e-09
			20827	-1.978e-09
			21305	-1.758e-09
			21310	-1.528e-09
			21665	-2.346e-09
			21677	-1.35e-09
			21682	-1.24e-09
			22200	-1.818e-09
    2	21689		    2	-1.458e-09
			   48	-1.458e-09
			 1364	-2.008e-09
			 1410	-2.008e-09
			 2726	-2.808e-09
			 2772	-2.808e-09
			 4088	-2.258e-09
			 4134	-2.258e-09
			 5496	-1.568e-09
			20828	-1.555e-09
			21302	-2.215e-09
			21314	-1.555e-09
			21666	-2.403e-09
			21678	-1.187e-09
			21683	-1.297e-09
			21920	-2.051e-09
			22201	-2.195e-09
    3	21690		    3	-1.471e-09
			   49	-1.471e-09
			 1365	-1.871e-09
			 1411	-1.871e-09
			 2727	-3.071e-09
			 2773	-3.071e-09
			 4089	-2.521e-09
			 4135	-2.521e-09
			 5497	-1.321e-09
			21667	-2.146e-09
			21672	-2.586e-09
			21684	-1.16e-09
			21921	-1.894e-09
    4	21939		    4	-1.561e-09
			   50	-1.561e-09
			 1366	-1.961e-09
			 1412	-1.961e-09
			 2728	-2.811e-09
			 2774	-2.811e-09
			 4090	-2.561e-09
			 4136	-2.561e-09
			 5498	-1.411e-09
			20817	-2.176e-09
			21303	-2.028e-09
			21308	-1.278e-09
			21923	-1.35e-09
			21927	-1.35e-09
			21932	-1.24e-09
			22194	-1.526e-09
			22197	-2.018e-09
    5	21938		    5	-1.608e-09
			   51	-1.608e-09
			 1367	-1.858e-09
			 1413	-1.858e-09
			 2729	-3.498e-09
			 2775	-3.498e-09
			 4091	-2.848e-09
			 4137	-2.848e-09
			 5499	-1.408e-09
			20821	-1.835e-09
			21300	-2.055e-09
			21306	-1.295e-09
			21312	-1.885e-09
			21924	-1.317e-09
			21928	-1.317e-09
			21933	-1.427e-09
			22198	-2.045e-09
    6	21940		    6	-1.448e-09
			   52	-1.448e-09
			 1368	-2.098e-09
			 1414	-2.098e-09
			 2730	-2.898e-09
			 2776	-2.898e-09
			 4092	-2.448e-09
			 4138	-2.448e-09
			 5500	-1.448e-09
			20825	-1.855e-09
			21301	-2.315e-09
			21313	-1.765e-09
			21918	-2.211e-09
			21929	-1.237e-09
			21934	-1.297e-09
			22199	-1.945e-09
    7	21941		    7	-1.631e-09
			   53	-1.631e-09
			 1369	-1.871e-09
			 1415	-1.871e-09
			 2731	-3.181e-09
			 2777	-3.181e-09
			 4093	-2.631e-09
			 4139	-2.631e-09
			 5501	-1.361e-09
			21668	-2.196e-09
			21673	-2.776e-09
			21919	-1.954e-09
			21935	-1.04e-09
    8	 7073		    8	-4.298e-09
    9	 7074		    9	-4.358e-09
   10	 7075		   10	-4.288e-09
   11	 7780		   11	-4.578e-09
   12	 7009		   12	-4.558e-09
   13	 7010		   13	-4.508e-09
   14	 7011		   14	-4.628e-09
   15	 8612		   15	-4.268e-09
   16	 6945		   16	-4.388e-09
   17	 6946		   17	-4.458e-09
   18	 6947		   18	-4.388e-09
   19	 6881		   19	-4.388e-09
   20	 6882		   20	-4.238e-09
   21	 6883		   21	-4.308e-09
   22	 6817		   22	-4.558e-09
   23	 6818		   23	-4.408e-09
   24	 6819		   24	-4.198e-09
   25	 8675		   25	-4.668e-09
   26	19965		   26	-2.054e-09
			   72	-2.054e-09
			 1388	-2.804e-09
			 1434	-2.804e-09
			 2750	-3.604e-09
			 2796	-3.604e-09
			 4112	-3.054e-09
			 4158	-3.054e-09
			 5511	-2.314e-09
   27	23222		   27	--
			   28	--
			   29	--
			   30	--
			   31	--
			   32	--
			   33	--
			   34	--
			   35	--
			   36	--
			   37	--
			   38	--
			   39	--
			   40	--
			   41	--
			   42	--
			   43	--
			   44	--
			   45	--
			   73	--
			   74	--
			   75	--
			   76	--
			   77	--
			   78	--
			   79	--
			   80	--
			   81	--
			   82	--
			   83	--
			   84	--
			   85	--
			   86	--
			   87	--
			   88	--
			   89	--
			   90	--
			   91	--
			 1389	--
			 1390	--
			 1391	--
			 1392	--
			 1393	--
			 1394	--
			 1395	--
			 1396	--
			 1397	--
			 1398	--
			 1399	--
			 1400	--
			 1401	--
			 1402	--
			 1403	--
			 1404	--
			 1405	--
			 1406	--
			 1407	--
			 1435	--
			 1436	--
			 1437	--
			 1438	--
			 1439	--
			 1440	--
			 1441	--
			 1442	--
			 1443	--
			 1444	--
			 1445	--
			 1446	--
			 1447	--
			 1448	--
			 1449	--
			 1450	--
			 1451	--
			 1452	--
			 1453	--
			 2751	--
			 2752	--
			 2753	--
			 2754	--
			 2755	--
			 2756	--
			 2757	--
			 2758	--
			 2759	--
			 2760	--
			 2761	--
			 2762	--
			 2763	--
			 2764	--
			 2765	--
			 2766	--
			 2767	--
			 2768	--
			 2769	--
			 2797	--
			 2798	--
			 2799	--
			 2800	--
			 2801	--
			 2802	--
			 2803	--
			 2804	--
			 2805	--
			 2806	--
			 2807	--
			 2808	--
			 2809	--
			 2810	--
			 2811	--
			 2812	--
			 2813	--
			 2814	--
			 2815	--
			 4113	--
			 4114	--
			 4115	--
			 4116	--
			 4117	--
			 4118	--
			 4119	--
			 4120	--
			 4121	--
			 4122	--
			 4123	--
			 4124	--
			 4125	--
			 4126	--
			 4127	--
			 4128	--
			 4129	--
			 4130	--
			 4131	--
			 4159	--
			 4160	--
			 4161	--
			 4162	--
			 4163	--
			 4164	--
			 4165	--
			 4166	--
			 4167	--
			 4168	--
			 4169	--
			 4170	--
			 4171	--
			 4172	--
			 4173	--
			 4174	--
			 4175	--
